1,0
2,3
3,8
4,12
5,20
6,22
7,33
8,51
9,59
10,65
11,95
12,104
13,132
14,153
15,174
16,207
17,229
18,249
19,297
20,282
21,331
22,389
23,416
24,420
25,482
26,523
27,534
28,584
29,607
30,676
31,726
32,771
33,786
34,962
35,964
36,974
37,1008
38,1113
39,1175
40,1147
41,1320
42,1251
43,1379
44,1504
45,1439
46,1639
47,1665
48,1725
49,1784
50,1838
